LMB2-1.2_001011,NA,glycoside hydrolase family 3 C-terminal domain-containing protein
LMB2-1.2_001012,NA,ABC transporter permease
LMB2-1.2_001013,NA,ABC transporter permease
LMB2-1.2_001014,NA,ATP-binding cassette domain-containing protein
LMB2-1.2_001015,NA,ABC transporter ATP-binding protein
LMB2-1.2_001016,NA,ABC transporter substrate-binding protein
LMB2-1.2_001017,NA,TetR/AcrR family transcriptional regulator
LMB2-1.2_001018,NA,amidohydrolase
LMB2-1.2_001019,moaA;go_function=4 iron%2C 4 sulfur cluster binding|0051539||IEA;go_process=Mo-molybdopterin cofactor biosynthetic process|0006777||IEA,GTP 3'%2C8-cyclase MoaA
LMB2-1.2_001020,NA,ABC transporter ATP-binding protein
LMB2-1.2_001021,NA,ABC transporter permease subunit
LMB2-1.2_001022,"modA;go_component=outer membrane-bounded periplasmic space|0030288||IEA,anchored component of external side of plasma membrane|0031362||IEA,ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA;go_function=ABC-type molybdate transporter activity|0015412||IEA,molybdate ion binding|0030973||IEA;go_process=molybdate ion transport|0015689||IEA",molybdate ABC transporter substrate-binding protein
LMB2-1.2_001023,NA,TOBE domain-containing protein
LMB2-1.2_001024,NA,CPBP family intramembrane metalloprotease
LMB2-1.2_001025,NA,HesA/MoeB/ThiF family protein
LMB2-1.2_001026,NA,molybdopterin molybdotransferase MoeA
LMB2-1.2_001027,moaC;go_function=catalytic activity|0003824||IEA;go_process=Mo-molybdopterin cofactor biosynthetic process|0006777||IEA,cyclic pyranopterin monophosphate synthase MoaC
LMB2-1.2_001028,NA,MoaD/ThiS family protein
LMB2-1.2_001029,NA,molybdenum cofactor biosynthesis protein MoaE
LMB2-1.2_001030,NA,MogA/MoaB family molybdenum cofactor biosynthesis protein
LMB2-1.2_001031,NA,molybdopterin-dependent oxidoreductase
LMB2-1.2_001033,NA,GTP pyrophosphokinase family protein
LMB2-1.2_001034,NA,APC family permease
LMB2-1.2_001035,NA,GNAT family N-acetyltransferase
LMB2-1.2_001036,NA,GntR family transcriptional regulator
LMB2-1.2_001037,NA,GntR family transcriptional regulator
LMB2-1.2_001038,NA,arsenic transporter
LMB2-1.2_001039,NA,potassium-transporting ATPase subunit F
LMB2-1.2_001040,kdpA;go_component=potassium ion-transporting ATPase complex|0031004||IEA;go_function=P-type potassium transmembrane transporter activity|0008556||IEA;go_process=potassium ion transport|0006813||IEA,potassium-transporting ATPase subunit KdpA
LMB2-1.2_001041,kdpB;go_component=potassium ion-transporting ATPase complex|0031004||IEA;go_function=P-type potassium transmembrane transporter activity|0008556||IEA;go_process=potassium ion transport|0006813||IEA,potassium-transporting ATPase subunit KdpB
LMB2-1.2_001042,kdpC;go_component=integral component of membrane|0016021||IEA;go_function=P-type potassium transmembrane transporter activity|0008556||IEA;go_process=potassium ion transport|0006813||IEA,potassium-transporting ATPase subunit KdpC
LMB2-1.2_001043,NA,DUF4118 domain-containing protein
LMB2-1.2_001044,NA,response regulator
LMB2-1.2_001045,NA,tryptophan-rich sensory protein
LMB2-1.2_001046,NA,TetR/AcrR family transcriptional regulator
LMB2-1.2_001047,NA,alpha/beta hydrolase
LMB2-1.2_001048,NA,siderophore-interacting protein
LMB2-1.2_001049,NA,ABC transporter ATP-binding protein
LMB2-1.2_001050,NA,iron ABC transporter permease
LMB2-1.2_001051,NA,iron ABC transporter permease
LMB2-1.2_001052,NA,iron-siderophore ABC transporter substrate-binding protein
LMB2-1.2_001053,NA,cold-shock protein
LMB2-1.2_001054,NA,response regulator transcription factor
LMB2-1.2_001055,NA,AAA family ATPase
LMB2-1.2_001057,NA,SRPBCC family protein
LMB2-1.2_001058,NA,FUSC family protein
LMB2-1.2_001060,NA,DNA alkylation repair protein
LMB2-1.2_001061,deoD;go_function=purine-nucleoside phosphorylase activity|0004731||IEA;go_process=purine nucleobase salvage|0043096||IEA,purine-nucleoside phosphorylase
LMB2-1.2_001062,NA,DUF3516 domain-containing protein
LMB2-1.2_001063,NA,ABC transporter ATP-binding protein/permease
LMB2-1.2_001064,NA,ATP-binding cassette domain-containing protein
LMB2-1.2_001066,NA,YcaO-like family protein
LMB2-1.2_001067,NA,CocE/NonD family hydrolase
LMB2-1.2_001069,NA,hypothetical protein
LMB2-1.2_001070,NA,prolyl oligopeptidase family serine peptidase
LMB2-1.2_001071,NA,iron ABC transporter permease
LMB2-1.2_001072,NA,ABC transporter ATP-binding protein
LMB2-1.2_001073,NA,ABC transporter substrate-binding protein
LMB2-1.2_001074,NA,zinc transporter permease
LMB2-1.2_001075,NA,metalloregulator ArsR/SmtB family transcription factor
LMB2-1.2_001076,NA,acyltransferase family protein
LMB2-1.2_001077,NA,D-alanine--D-alanine ligase
LMB2-1.2_001078,alr;go_function=alanine racemase activity|0008784||IEA;go_process=peptidoglycan biosynthetic process|0009252||IEA,alanine racemase
LMB2-1.2_001079,NA,M15 family metallopeptidase
LMB2-1.2_001080,NA,response regulator transcription factor
LMB2-1.2_001081,NA,HAMP domain-containing histidine kinase
LMB2-1.2_001083,NA,NAD(P)H-dependent oxidoreductase
LMB2-1.2_001084,NA,helix-turn-helix transcriptional regulator
LMB2-1.2_001085,NA,SDR family NAD(P)-dependent oxidoreductase
LMB2-1.2_001086,NA,hypothetical protein
LMB2-1.2_001087,NA,M4 family metallopeptidase
LMB2-1.2_001088,NA,hypothetical protein
LMB2-1.2_001089,NA,mechanosensitive ion channel family protein
LMB2-1.2_001090,NA,hypothetical protein
LMB2-1.2_001091,NA,ribonuclease HI
LMB2-1.2_001092,NA,DoxX family membrane protein
LMB2-1.2_001093,NA,SRPBCC domain-containing protein
LMB2-1.2_001094,NA,helix-turn-helix domain-containing protein
LMB2-1.2_001095,NA,small multidrug efflux protein
LMB2-1.2_001096,NA,MerR family transcriptional regulator
LMB2-1.2_001097,NA,alpha/beta hydrolase
LMB2-1.2_001098,NA,ABC transporter permease
LMB2-1.2_001099,NA,ATP-binding cassette domain-containing protein
LMB2-1.2_001101,NA,histidine kinase
LMB2-1.2_001102,NA,response regulator transcription factor
LMB2-1.2_001103,NA,RidA family protein
LMB2-1.2_001104,NA,alpha/beta hydrolase
LMB2-1.2_001106,NA,TetR/AcrR family transcriptional regulator
LMB2-1.2_001107,NA,alpha/beta fold hydrolase
LMB2-1.2_001109,NA,ABC transporter ATP-binding protein
LMB2-1.2_001110,NA,ABC transporter permease
LMB2-1.2_001111,NA,sensor histidine kinase
LMB2-1.2_001112,NA,response regulator transcription factor
LMB2-1.2_001113,NA,hypothetical protein
LMB2-1.2_001114,NA,SDR family oxidoreductase
LMB2-1.2_001115,hisD;go_function=histidinol dehydrogenase activity|0004399||IEA;go_process=histidine biosynthetic process|0000105||IEA,histidinol dehydrogenase
LMB2-1.2_001116,NA,LysR family transcriptional regulator
LMB2-1.2_001117,NA,cupin domain-containing protein
LMB2-1.2_001118,NA,ester cyclase
LMB2-1.2_001119,NA,LacI family transcriptional regulator
LMB2-1.2_001120,hisD;go_function=histidinol dehydrogenase activity|0004399||IEA;go_process=histidine biosynthetic process|0000105||IEA,histidinol dehydrogenase
LMB2-1.2_001121,NA,SDR family oxidoreductase
LMB2-1.2_001122,NA,aldolase/citrate lyase family protein
LMB2-1.2_001123,NA,TetR/AcrR family transcriptional regulator
LMB2-1.2_001125,NA,alpha/beta hydrolase
LMB2-1.2_001126,NA,carbohydrate ABC transporter permease
LMB2-1.2_001127,NA,sugar ABC transporter permease
LMB2-1.2_001128,NA,extracellular solute-binding protein
LMB2-1.2_001129,NA,helix-turn-helix domain-containing protein
LMB2-1.2_001130,NA,SRPBCC domain-containing protein
LMB2-1.2_001131,NA,MFS transporter
LMB2-1.2_001133,NA,hypothetical protein
LMB2-1.2_001134,NA,MarR family transcriptional regulator
LMB2-1.2_001135,NA,hypothetical protein
LMB2-1.2_001136,NA,MarR family transcriptional regulator
LMB2-1.2_001137,NA,MFS transporter
LMB2-1.2_001139,NA,SDR family oxidoreductase
LMB2-1.2_001140,NA,BCCT family transporter
LMB2-1.2_001141,NA,AarF/UbiB family protein
LMB2-1.2_001142,NA,PadR family transcriptional regulator
LMB2-1.2_001143,NA,YciI family protein
LMB2-1.2_001144,NA,RNA polymerase subunit sigma-70
LMB2-1.2_001145,NA,glycosyltransferase family 2 protein
LMB2-1.2_001146,map;go_process=cellular protein modification process|0006464||IEA,type I methionyl aminopeptidase
LMB2-1.2_001147,NA,helix-turn-helix domain-containing protein
LMB2-1.2_001148,NA,SDR family oxidoreductase
LMB2-1.2_001149,NA,HNH endonuclease
LMB2-1.2_001150,NA,transcriptional regulator
LMB2-1.2_001151,NA,MFS transporter
LMB2-1.2_001152,NA,DUF2975 domain-containing protein
LMB2-1.2_001153,NA,helix-turn-helix transcriptional regulator
LMB2-1.2_001154,panB;go_function=3-methyl-2-oxobutanoate hydroxymethyltransferase activity|0003864||IEA;go_process=pantothenate biosynthetic process|0015940||IEA,3-methyl-2-oxobutanoate hydroxymethyltransferase
LMB2-1.2_001155,NA,aspartate 1-decarboxylase
LMB2-1.2_001156,panC;go_function=pantoate-beta-alanine ligase activity|0004592||IEA;go_process=pantothenate biosynthetic process|0015940||IEA,pantoate--beta-alanine ligase
LMB2-1.2_001157,NA,DUF2520 domain-containing protein
LMB2-1.2_001159,NA,TetR/AcrR family transcriptional regulator
LMB2-1.2_001160,NA,MFS transporter
LMB2-1.2_001161,NA,SulP family inorganic anion transporter
LMB2-1.2_001162,NA,AAA family ATPase
LMB2-1.2_001165,NA,hemerythrin domain-containing protein
LMB2-1.2_001167,NA,NADP-dependent oxidoreductase
LMB2-1.2_001168,NA,MarR family transcriptional regulator
LMB2-1.2_001169,NA,restriction endonuclease
LMB2-1.2_001170,NA,type I restriction-modification system subunit M
LMB2-1.2_001171,NA,restriction endonuclease subunit S
LMB2-1.2_001172,NA,DEAD/DEAH box helicase family protein
LMB2-1.2_001175,NA,SDR family NAD(P)-dependent oxidoreductase
LMB2-1.2_001177,NA,TetR/AcrR family transcriptional regulator
LMB2-1.2_001181,NA,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
LMB2-1.2_001182,NA,dihydrofolate reductase family protein
LMB2-1.2_001184,NA,NAD(P)H-binding protein
LMB2-1.2_001185,NA,WYL domain-containing protein
LMB2-1.2_001186,NA,DUF2268 domain-containing protein
LMB2-1.2_001187,NA,MerR family transcriptional regulator
LMB2-1.2_001188,NA,VOC family protein
LMB2-1.2_001191,NA,GNAT family N-acetyltransferase
LMB2-1.2_001192,gnd;go_function=phosphogluconate dehydrogenase (decarboxylating) activity|0004616||IEA;go_process=pentose-phosphate shunt|0006098||IEA,decarboxylating 6-phosphogluconate dehydrogenase
LMB2-1.2_001193,NA,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
LMB2-1.2_001194,NA,3-keto-5-aminohexanoate cleavage protein
LMB2-1.2_001195,NA,DUF2188 domain-containing protein
LMB2-1.2_001196,NA,serine/threonine protein kinase
LMB2-1.2_001197,NA,MFS transporter
LMB2-1.2_001198,NA,VOC family protein
LMB2-1.2_001199,NA,WYL domain-containing protein
LMB2-1.2_001200,purL;go_function=phosphoribosylformylglycinamidine synthase activity|0004642||IEA;go_process='de novo' IMP biosynthetic process|0006189||IEA,phosphoribosylformylglycinamidine synthase subunit PurL
LMB2-1.2_001201,NA,hypothetical protein
LMB2-1.2_001203,NA,TetR/AcrR family transcriptional regulator
LMB2-1.2_001204,NA,MMPL family transporter
LMB2-1.2_001205,NA,cupin domain-containing protein
LMB2-1.2_001206,NA,carboxypeptidase regulatory-like domain-containing protein
LMB2-1.2_001207,NA,right-handed parallel beta-helix repeat-containing protein
LMB2-1.2_001208,NA,Dyp-type peroxidase
LMB2-1.2_001210,mscL;go_function=mechanosensitive ion channel activity|0008381||IEA;go_process=transport|0006810||IEA,large conductance mechanosensitive channel protein MscL
LMB2-1.2_001211,NA,TraR/DksA family transcriptional regulator
LMB2-1.2_001212,NA,tartrate dehydrogenase
LMB2-1.2_001213,NA,ATP-binding cassette domain-containing protein
LMB2-1.2_001214,NA,ABC transporter ATP-binding protein
LMB2-1.2_001215,NA,ABC transporter permease
LMB2-1.2_001216,NA,ABC transporter permease
LMB2-1.2_001217,NA,peptide ABC transporter substrate-binding protein
LMB2-1.2_001218,NA,LysE family translocator
LMB2-1.2_001219,NA,hypothetical protein
LMB2-1.2_001220,NA,prolyl oligopeptidase family serine peptidase
LMB2-1.2_001221,NA,TetR/AcrR family transcriptional regulator
LMB2-1.2_001222,NA,M20 family metallopeptidase
LMB2-1.2_001223,NA,alpha/beta hydrolase
LMB2-1.2_001224,NA,hypothetical protein
LMB2-1.2_001225,NA,SDR family NAD(P)-dependent oxidoreductase
LMB2-1.2_001226,"corA;go_function=cobalt ion transmembrane transporter activity|0015087||IEA,magnesium ion transmembrane transporter activity|0015095||IEA;go_process=cobalt ion transport|0006824||IEA,magnesium ion transport|0015693||IEA",magnesium/cobalt transporter CorA
LMB2-1.2_001227,NA,SGNH/GDSL hydrolase family protein
LMB2-1.2_001228,NA,PadR family transcriptional regulator
LMB2-1.2_001229,NA,DUF1048 domain-containing protein
LMB2-1.2_001230,NA,ATP-binding cassette domain-containing protein
LMB2-1.2_001231,NA,ABC transporter permease
LMB2-1.2_001232,NA,lipase maturation factor family protein
LMB2-1.2_001233,NA,Gfo/Idh/MocA family oxidoreductase
LMB2-1.2_001234,NA,carbohydrate ABC transporter permease
LMB2-1.2_001235,NA,sugar ABC transporter permease
LMB2-1.2_001236,NA,extracellular solute-binding protein
LMB2-1.2_001237,NA,ROK family protein
LMB2-1.2_001238,NA,glycoside hydrolase family 16 protein
LMB2-1.2_001240,NA,glycine betaine ABC transporter substrate-binding protein
LMB2-1.2_001241,NA,proline/glycine betaine ABC transporter permease
LMB2-1.2_001242,NA,glycine betaine/L-proline ABC transporter ATP-binding protein
LMB2-1.2_001243,NA,methyltransferase
LMB2-1.2_001244,NA,TetR family transcriptional regulator
LMB2-1.2_001245,NA,ABC transporter ATP-binding protein
LMB2-1.2_001246,NA,ABC transporter permease
LMB2-1.2_001247,NA,carbon-nitrogen hydrolase family protein
LMB2-1.2_001248,NA,APC family permease
LMB2-1.2_001249,NA,FCD domain-containing protein
LMB2-1.2_001250,NA,GntR family transcriptional regulator
LMB2-1.2_001251,NA,ABC transporter ATP-binding protein
LMB2-1.2_001252,NA,hypothetical protein
LMB2-1.2_001253,NA,PKD domain-containing protein
LMB2-1.2_001254,NA,LysE family translocator
LMB2-1.2_001255,NA,aromatic acid exporter family protein
LMB2-1.2_001256,NA,hypothetical protein
LMB2-1.2_001257,NA,sigma-70 family RNA polymerase sigma factor
LMB2-1.2_001258,NA,hypothetical protein
LMB2-1.2_001259,NA,S8/S53 family peptidase
LMB2-1.2_001260,NA,CHAT domain-containing protein
LMB2-1.2_001261,NA,DeoR/GlpR family DNA-binding transcription regulator
LMB2-1.2_001262,NA,class II fructose-bisphosphate aldolase
LMB2-1.2_001263,NA,hexose kinase
LMB2-1.2_001264,NA,ROK family protein
LMB2-1.2_001265,NA,sugar isomerase
LMB2-1.2_001266,NA,extracellular solute-binding protein
LMB2-1.2_001267,NA,sugar ABC transporter permease
LMB2-1.2_001268,NA,carbohydrate ABC transporter permease
LMB2-1.2_001269,NA,chorismate mutase
LMB2-1.2_001270,NA,AI-2E family transporter
LMB2-1.2_001271,NA,ABC transporter substrate-binding protein
LMB2-1.2_001272,NA,ABC transporter permease
LMB2-1.2_001273,NA,ABC transporter permease subunit
LMB2-1.2_001274,NA,ATP-binding cassette domain-containing protein
LMB2-1.2_001275,NA,DUF427 domain-containing protein
LMB2-1.2_001276,NA,NAD(P)/FAD-dependent oxidoreductase
LMB2-1.2_001277,NA,MFS transporter
LMB2-1.2_001278,NA,lactonase family protein
LMB2-1.2_001279,NA,adenylosuccinate synthase
LMB2-1.2_001281,NA,DMT family transporter
LMB2-1.2_001282,NA,mechanosensitive ion channel
LMB2-1.2_001283,NA,HAMP domain-containing protein
LMB2-1.2_001284,NA,Pr6Pr family membrane protein
LMB2-1.2_001285,NA,AAA family ATPase
LMB2-1.2_001286,NA,DUF58 domain-containing protein
LMB2-1.2_001287,NA,hypothetical protein
LMB2-1.2_001288,NA,VWA domain-containing protein
LMB2-1.2_001289,NA,VWA domain-containing protein
LMB2-1.2_001290,NA,hypothetical protein
LMB2-1.2_001291,NA,hypothetical protein
LMB2-1.2_001292,NA,hypothetical protein
LMB2-1.2_001293,NA,alpha/beta hydrolase
LMB2-1.2_001294,NA,hypothetical protein
LMB2-1.2_001295,NA,AbrB/MazE/SpoVT family DNA-binding domain-containing protein
LMB2-1.2_001296,NA,PIN domain-containing protein
LMB2-1.2_001297,NA,DeoR/GlpR family DNA-binding transcription regulator
LMB2-1.2_001298,NA,ATP-binding cassette domain-containing protein
LMB2-1.2_001299,NA,ABC transporter permease
LMB2-1.2_001300,NA,substrate-binding domain-containing protein
LMB2-1.2_001302,NA,NAD(P)H-dependent oxidoreductase
LMB2-1.2_001303,NA,MFS transporter
LMB2-1.2_001304,NA,helix-turn-helix transcriptional regulator
LMB2-1.2_001305,NA,hypothetical protein
LMB2-1.2_001306,NA,hypothetical protein
LMB2-1.2_001307,"argG;go_function=argininosuccinate synthase activity|0004055||IEA,ATP binding|0005524||IEA,protein homodimerization activity|0042803||IEA;go_process=arginine biosynthetic process|0006526||IEA",argininosuccinate synthase
LMB2-1.2_001308,NA,TetR/AcrR family transcriptional regulator
LMB2-1.2_001310,NA,YhgE/Pip family protein
LMB2-1.2_001311,NA,MFS transporter
LMB2-1.2_001312,NA,alpha/beta hydrolase
LMB2-1.2_001313,"mnhG;go_function=monovalent cation:proton antiporter activity|0005451||IEA;go_process=inorganic cation transmembrane transport|0098662||IEA,proton transmembrane transport|1902600||IEA",monovalent cation/H(+) antiporter subunit G
LMB2-1.2_001314,NA,monovalent cation/H+ antiporter complex subunit F
LMB2-1.2_001315,NA,Na+/H+ antiporter subunit E
LMB2-1.2_001316,NA,Na+/H+ antiporter subunit D
LMB2-1.2_001317,NA,Na(+)/H(+) antiporter subunit C
LMB2-1.2_001318,NA,Na+/H+ antiporter subunit A
LMB2-1.2_001319,NA,L-rhamnose mutarotase
LMB2-1.2_001320,NA,hypothetical protein
LMB2-1.2_001321,NA,LacI family DNA-binding transcriptional regulator
LMB2-1.2_001322,NA,MFS transporter
LMB2-1.2_001323,nucS;go_function=endonuclease activity|0004519||IEA,endonuclease NucS
LMB2-1.2_001325,NA,HAD hydrolase-like protein
LMB2-1.2_001326,NA,cold-shock protein
LMB2-1.2_001327,NA,shikimate 5-dehydrogenase
LMB2-1.2_001328,NA,MFS transporter
LMB2-1.2_001329,NA,MarR family transcriptional regulator
LMB2-1.2_001330,NA,substrate-binding and VWA domain-containing protein
LMB2-1.2_001332,NA,aspartate/glutamate racemase family protein
LMB2-1.2_001333,NA,LacI family transcriptional regulator
LMB2-1.2_001334,NA,mannitol dehydrogenase family protein
LMB2-1.2_001335,NA,L-idonate 5-dehydrogenase
LMB2-1.2_001336,NA,MHS family MFS transporter
LMB2-1.2_001337,NA,D-galactonate dehydratase family protein
LMB2-1.2_001338,NA,bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase
LMB2-1.2_001339,NA,sugar kinase
LMB2-1.2_001340,NA,FCD domain-containing protein
LMB2-1.2_001341,NA,SDR family oxidoreductase
LMB2-1.2_001342,NA,substrate-binding domain-containing protein
LMB2-1.2_001343,NA,ATP-binding cassette domain-containing protein
LMB2-1.2_001344,NA,ABC transporter permease
LMB2-1.2_001345,NA,mandelate racemase/muconate lactonizing enzyme family protein
LMB2-1.2_001346,NA,alcohol dehydrogenase catalytic domain-containing protein
LMB2-1.2_001347,NA,Pr6Pr family membrane protein
LMB2-1.2_001348,arr,NAD(+)--rifampin ADP-ribosyltransferase
LMB2-1.2_001351,NA,carbohydrate ABC transporter permease
LMB2-1.2_001352,NA,sugar ABC transporter permease
LMB2-1.2_001353,NA,extracellular solute-binding protein
LMB2-1.2_001354,NA,alpha-galactosidase
LMB2-1.2_001355,NA,ROK family transcriptional regulator
LMB2-1.2_001356,NA,putative Ig domain-containing protein
LMB2-1.2_001357,NA,aldo/keto reductase
LMB2-1.2_001360,NA,peptidoglycan-binding protein
LMB2-1.2_001361,NA,ATP-binding cassette domain-containing protein
LMB2-1.2_001363,NA,mismatch-specific DNA-glycosylase
LMB2-1.2_001365,NA,aldo/keto reductase
LMB2-1.2_001366,NA,LCP family protein
LMB2-1.2_001367,NA,DUF6510 family protein
LMB2-1.2_001368,NA,ferredoxin reductase
LMB2-1.2_001369,NA,sulfite oxidase-like oxidoreductase
LMB2-1.2_001370,NA,sigma-70 family RNA polymerase sigma factor
LMB2-1.2_001372,NA,siderophore-interacting protein
LMB2-1.2_001373,NA,carbohydrate kinase
LMB2-1.2_001374,NA,glycoside hydrolase family 32 protein
LMB2-1.2_001375,NA,LacI family DNA-binding transcriptional regulator
LMB2-1.2_001376,NA,right-handed parallel beta-helix repeat-containing protein
LMB2-1.2_001377,NA,carbohydrate ABC transporter permease
LMB2-1.2_001378,NA,sugar ABC transporter permease
LMB2-1.2_001379,NA,extracellular solute-binding protein
LMB2-1.2_001381,NA,GntR family transcriptional regulator
LMB2-1.2_001383,NA,GNAT family N-acetyltransferase
LMB2-1.2_001386,NA,DUF3662 domain-containing protein
LMB2-1.2_001387,NA,FHA domain-containing protein
LMB2-1.2_001388,NA,protein phosphatase 2C domain-containing protein
LMB2-1.2_001389,NA,FtsW/RodA/SpoVE family cell cycle protein
LMB2-1.2_001390,NA,penicillin-binding protein 2
LMB2-1.2_001391,NA,protein kinase
LMB2-1.2_001392,"pknB;go_function=protein kinase activity|0004672||IEA,ATP binding|0005524||IEA;go_process=protein phosphorylation|0006468||IEA",Stk1 family PASTA domain-containing Ser/Thr kinase
LMB2-1.2_001393,NA,gamma-glutamyl-gamma-aminobutyrate hydrolase family protein
LMB2-1.2_001394,NA,hypothetical protein
LMB2-1.2_001395,NA,class E sortase
LMB2-1.2_001396,NA,cell division protein CrgA
LMB2-1.2_001397,NA,rhomboid family intramembrane serine protease
LMB2-1.2_001398,NA,peptidylprolyl isomerase
LMB2-1.2_001399,NA,DNA helicase
LMB2-1.2_001400,NA,YbaK/EbsC family protein
LMB2-1.2_001401,NA,NUDIX hydrolase
LMB2-1.2_001402,NA,hypothetical protein
LMB2-1.2_001403,NA,lytic polysaccharide monooxygenase
LMB2-1.2_001404,NA,Xaa-Pro peptidase family protein
LMB2-1.2_001405,NA,GH92 family glycosyl hydrolase
LMB2-1.2_001406,NA,discoidin domain-containing protein
LMB2-1.2_001407,NA,hypothetical protein
LMB2-1.2_001408,NA,LacI family transcriptional regulator
LMB2-1.2_001409,NA,gamma-glutamyl-gamma-aminobutyrate hydrolase family protein
LMB2-1.2_001410,NA,LysR substrate-binding domain-containing protein
LMB2-1.2_001411,NA,hypothetical protein
LMB2-1.2_001412,ilvD;go_function=dihydroxy-acid dehydratase activity|0004160||IEA;go_process=branched-chain amino acid biosynthetic process|0009082||IEA,dihydroxy-acid dehydratase
LMB2-1.2_001413,NA,helix-turn-helix transcriptional regulator
LMB2-1.2_001414,NA,DUF3253 domain-containing protein
LMB2-1.2_001417,NA,DUF4097 family beta strand repeat-containing protein
LMB2-1.2_001418,NA,response regulator transcription factor
LMB2-1.2_001419,NA,histidine kinase
LMB2-1.2_001420,NA,DUF3566 domain-containing protein
LMB2-1.2_001421,"gyrA;go_function=DNA binding|0003677||IEA,DNA topoisomerase activity|0003916||IEA,DNA topoisomerase type II (double strand cut%2C ATP-hydrolyzing) activity|0003918||IEA,ATP binding|0005524||IEA;go_process=DNA metabolic process|0006259||IEA,DNA topological change|0006265||IEA",DNA gyrase subunit A
LMB2-1.2_001422,gyrB;go_component=DNA topoisomerase type II (double strand cut%2C ATP-hydrolyzing) complex|0009330||IEA;go_function=DNA topoisomerase type II (double strand cut%2C ATP-hydrolyzing) activity|0003918||IEA;go_process=DNA topological change|0006265||IEA,DNA topoisomerase (ATP-hydrolyzing) subunit B
LMB2-1.2_001423,NA,DciA family protein
LMB2-1.2_001424,"recF;go_function=single-stranded DNA binding|0003697||IEA,ATP binding|0005524||IEA;go_process=DNA repair|0006281||IEA",DNA replication/repair protein RecF
LMB2-1.2_001425,dnaN;go_component=DNA polymerase III complex|0009360||IEA;go_function=DNA-directed DNA polymerase activity|0003887||IEA;go_process=DNA replication|0006260||IEA,DNA polymerase III subunit beta
LMB2-1.2_001426,"dnaA;go_function=DNA replication origin binding|0003688||IEA,ATP binding|0005524||IEA,sequence-specific DNA binding|0043565||IEA;go_process=regulation of DNA replication|0006275||IEA",chromosomal replication initiator protein DnaA
LMB2-1.2_001427,"rpmH;go_component=organellar large ribosomal subunit|0000315||IEA,cytosolic large ribosomal subunit|0022625||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA",50S ribosomal protein L34
LMB2-1.2_001428,rnpA;go_function=ribonuclease P activity|0004526||IEA;go_process=RNA processing|0006396||IEA,ribonuclease P protein component
LMB2-1.2_001429,yidD,membrane protein insertion efficiency factor YidD
LMB2-1.2_001430,yidC;go_function=membrane insertase activity|0032977||IEA,membrane protein insertase YidC
LMB2-1.2_001431,NA,DNA-binding protein
LMB2-1.2_001432,"rsmG;go_component=cellular_component|0005575||IEA;go_function=methyltransferase activity|0008168||IEA;go_process=rRNA methylation|0031167||IEA,7-methylguanosine biosynthetic process|0046118||IEA",16S rRNA (guanine(527)-N(7))-methyltransferase RsmG
LMB2-1.2_001433,NA,AAA family ATPase
LMB2-1.2_001434,NA,ParA family protein
LMB2-1.2_001435,NA,ParB/RepB/Spo0J family partition protein
LMB2-1.2_001436,NA,sugar porter family MFS transporter
LMB2-1.2_001437,NA,tryptophan synthase subunit alpha
LMB2-1.2_001438,NA,GrpB family protein
LMB2-1.2_001439,trxA;go_component=cytoplasm|0005737||IEA;go_function=disulfide oxidoreductase activity|0015036||IEA,thioredoxin
LMB2-1.2_001440,trxB;go_function=thioredoxin-disulfide reductase activity|0004791||IEA,thioredoxin-disulfide reductase
LMB2-1.2_001441,"murJ;go_process=peptidoglycan biosynthetic process|0009252||IEA,lipid translocation|0034204||IEA",murein biosynthesis integral membrane protein MurJ
LMB2-1.2_001442,NA,DUF6049 family protein
LMB2-1.2_001443,NA,methyltransferase
LMB2-1.2_001444,NA,LLM class flavin-dependent oxidoreductase
LMB2-1.2_001445,NA,EcsC family protein
LMB2-1.2_001446,NA,TetR/AcrR family transcriptional regulator
LMB2-1.2_001447,NA,GPP34 family phosphoprotein
LMB2-1.2_001448,NA,small multidrug efflux protein
LMB2-1.2_001449,NA,carboxypeptidase regulatory-like domain-containing protein
LMB2-1.2_001451,NA,type II toxin-antitoxin system PemK/MazF family toxin
LMB2-1.2_001452,NA,hypothetical protein
LMB2-1.2_001453,NA,CCA tRNA nucleotidyltransferase
LMB2-1.2_001455,NA,PadR family transcriptional regulator
LMB2-1.2_001456,NA,GAF domain-containing protein
LMB2-1.2_001457,NA,aldehyde dehydrogenase
LMB2-1.2_001458,NA,DUF779 domain-containing protein
LMB2-1.2_001459,NA,DUF1778 domain-containing protein
LMB2-1.2_001460,NA,GNAT family N-acetyltransferase
LMB2-1.2_001461,NA,zinc-ribbon domain-containing protein
LMB2-1.2_001462,NA,hypothetical protein
LMB2-1.2_001464,NA,hypothetical protein
LMB2-1.2_001466,NA,pentapeptide repeat-containing protein
LMB2-1.2_001467,NA,Lrp/AsnC family transcriptional regulator
LMB2-1.2_001468,NA,ABC transporter substrate-binding protein
LMB2-1.2_001469,NA,ABC transporter permease
LMB2-1.2_001470,NA,ABC transporter permease
